PIM | Brand,UPC Code,English Description,COST
Basix,5060686530012,"<p><strong>Highlights:</strong></p><ul>
<li>Contains 25g of protein per shake to help your Body Muscles to Grow and Recover</li><li>No ADDED SUGAR and Low in FAT</li><li>Fast Acting Protein for Fast Results</li><li>Menimum Shelf Life 6 Months</li></ul>",87.0
Basix,5060686530029,"<p><strong>Highlights:</strong></p><ul>
<li>Contains 25G Of Protein Per Shake To Help Your Body Muscles To Grow And Recover&nbsp;</li><li>Fast Acting Protein For Fast Results&nbsp;</li><li>Great Taste * Benefit More Save More&nbsp;</li><li>No Added Sugar And Low In Fat Add 34G (One Slightly Heaped Scoop) In 200 ml of Water or Milk.&nbsp;</li><li>Once Mixed Keep Chilled And Consume Within 3 Hours</li></ul>",87.0
Basix,5060686530036,"<p><strong>Highlights:</strong></p><ul>
<li>High in protein with 25g per serving which contributes to a growth and maintenance of muscle mass.</li><li>Source of branched chain amino acids. This rich source of BCAAs is widely regarded as important for athletes.</li><li>Basix Whey Protein comes in 3 delicious flavors: Chocolate, Vanilla & Strawberry. Whether you’re using it with water or milk, it mixes easily! Delivering a smooth texture, perfect for a tasty protein shake, or a smoothie.</li><li>1.4g of fat, less than 1g of carbs, and at just 116 calories per serving.</li><li>STACK WITH: Frequently purchased with Basix Creatine or Basix BCAA.</li></ul>",260.0
Basix,5060686530043,"<p><strong>Highlights:</strong></p><ul>
<li>25 gm of whey protein blend per serving</li><li>Less than 1 gm sugar per serving</li><li>116 calories per serving</li><li>Less than 1 gm sugar per serving</li><li>116 calories per serving</li></ul>",260.0
Basix,5060686530098, ,117.0
Basix,5060686530524,<p><strong>Highlights:</strong></p><ul><li>Clinical research has shown L-Carnitine supports athletic performance and endurance.</li><li>Accelerate the recovery time after physical stress.</li><li>Each serving contains 3500mg of L-Carnitine.</li><li>Each serving contains 50mg of green tea extract.</li><li>Suitable for vegans.</li><li>Halal-Certified.</li></ul>,120.0
Basix,5060686530623,"<p><strong>Highlights:</strong></p><ul>
<li>This powerhouse formula can push you through the toughest workouts and is loaded with proven ingredients that can make you experience the most insane pre-workout you’ve ever had:</li><li>Contains 200Mg of caffeine. consuming caffeine before intense fitness training showed improved concentration with the ability to sustain high levels of exercise intensity.</li><li>4g of Citrulline Malate to increase Nitric Oxide (NO) content in the body which leads to promoting muscle pumps and performance for a longer duration.</li><li>Contains 3g of creatine in each serving. Creatine helps increase strength and endurance, allowing you to lift heavier, run faster & improve overall physical performance.</li><li>Contains 2g of beta alanine. Consumption of beta-alanine helps enhance the endurance during your workouts by keeping you active and energized for the longer duration.</li><li>Contains 100mg of Theacrine, B3 and B12 that can help you to feel sharper an",123.0
Basix,5060686530814,"<p><strong>Highlights:</strong></p><ul>
<li>Supports muscle building & recovery</li><li>Reduce fatigue and improves performance</li><li>Improves protein synthesis</li><li>Contains 2.5g of glutamine for the best results</li><li>Zero sugar, Zero carbs & Zero fat</li><li>Halal-certified product</li><li>Tested for athletes</li></ul>",112.0
Basix,5060686530852,"<p><strong>Highlights:</strong></p><ul>
<li>Supports muscle building & recovery</li><li>Reduce fatigue and improves performance</li><li>Improves protein synthesis</li><li>Contains 2.5g of glutamine for the best results</li><li>Zero sugar, Zero carbs & Zero fat</li><li>Halal-certified product</li><li>Tested for athletes</li></ul>",147.0
Basix,5060686530999,"<p><strong>Highlights:</strong></p><ul>  <li>Contains 200Mg of caffeine. consuming caffeine before intense fitness 
training showed improved concentration with the ability to sustain high 
levels of exercise intensity.  </li>  <li>
 4g of Citrulline Malate to increase Nitric Oxide (NO) content in the 
body which leads to promoting muscle pumps and performance for a longer 
duration.  </li>  <li>
 Contains 3g of creatine in each serving. Creatine helps increase 
strength and endurance, allowing you to lift heavier, run faster & 
improve overall physical performance.  </li>  <li>
 Contains 2g of beta alanine. Consumption of beta-alanine helps enhance 
the endurance during your workouts by keeping you active and energized 
for the longer duration.  </li>  <li> Contains 100mg of Theacrine, B3 and B12 that can help you to feel sharper and more focused during your training sessions&nbsp;</li></ul>",123.0
Basix,5060690000000,"<p><strong>Highlights:</strong></p><ul><li>Contains 200Mg of caffeine. consuming caffeine before intense fitness training showed improved concentration with the ability to sustain high levels of exercise intensity.</li><li>4g of Citrulline Malate to increase Nitric Oxide (NO) content in the body which leads to promoting muscle pumps and performance for a longer duration.</li><li>Contains 3g of creatine in each serving. Creatine helps increase strength and endurance, allowing you to lift heavier, run faster & improve overall physical performance.</li><li>Contains 2g of beta alanine. Consumption of beta-alanine helps enhance the endurance during your workouts by keeping you active and energized for the longer duration.</li><li>Contains 100mg of Theacrine, B3 and B12 that can help you to feel sharper and more focused during your training sessions</li></ul>",123.0
Vaseline,5099802150117,"<p><strong>Highlights:</strong></p><ul>
<li>Helps to lock in moisture for beautiful, healthy lips</li><li>Made from pure Vaseline Jelly to provide long-lasting moisturization and lip care</li><li>Clinically proven to help heal and prevent dry lips by locking in moisture</li><li>Non-sticky, non-greasy formula, suitable for regular use</li><li>Provides lip therapy that will moisturize your lips</li></ul>",9.63
Nutifactor,5156867892632,"<p><strong>Highlights:</strong></p><ul>
<li>Supports and improves joints mobility.</li><li>Maintains joint health by supporting healthy cartilage formation..</li><li>Helps to minimize joints pain and aches.</li></ul>",130.43
Nutrifactor,5156867892724,<p><strong>Highlights:</strong></p><ul><li>Supports healthy weight management.</li><li>Helps to lower the production of fatty acids from carbohydrates.</li><li>Helps to reduce appetite.</li></ul>,153.04
Nutrifactor,5156867892977,"<p><strong>Highlights:</strong></p><ul>
<li>Helps to maintain healthy blood sugar levels.</li><li>Supports to reduce fatigue by boosting energy.</li><li>Helps to decrease cholesterol levels.</li><li>Effective for strong immune system.</li></ul>",130.43
Nutifactor,5156867893189, ,130.43
Nutrifactor,5156867893233,"<p><strong>Highlights:</strong></p><ul>
<li>Supports a healthy cardiovascular system.</li><li>Acts as a strong antioxidant.</li><li>May support healthy weight loss.</li><li>Contributes to healthy immune system.</li></ul>",86.96
Nutrifactor,5156867893318,"<p><strong>Highlights:</strong></p><ul><li>Drug free and natural way to help in depression, anxiety, insomnia and restlessness.</li><li>Assists in regulating serotonin levels.</li><li>Efficient in improving mood swings.</li><li>Helps in controlling appetite.</li></ul>",95.65
Nutrifactor,5156867893424,<p><strong>Highlights:</strong></p><ul><li>Helps in better growth of hair and nails.</li><li>Supports a healthy and moisturized skin.</li><li>Helps in boosting body’s energy.</li></ul>,95.65
Sinomarin,5206890000000,,54.0
Sinomarin,5206892100902,,54.0
Helenvita,5213000000000,"<p><strong>Highlights:</strong></p><ul>
<li>Dermatologically tested</li><li>Clinically tested</li><li>Opthalmologically tested</li><li>Free of Parabens & PEG</li></ul>",86.0
Beesline,5281018713976,"<h2><strong>Highlights:</strong></h2><ul>
<li><strong>Your perfect partner for a confident and active lifestyle&nbsp;</strong></li><li><strong>3 in 1 formula (deodorant - deodorant - soothing)</strong></li><li><strong>Roll-on with a safe and innovative formula.</strong></li><li><strong>Ensures 48 hours of sweat protection.</strong></li><li><strong>Fights unpleasant odors.</strong></li><li><strong>Absorbs sweat and soothes the skin.</strong></li><li><strong>Protects and soothes sensitive skin after shaving.</strong></li><li><strong>Antiperspirant fortified with alum.</strong></li></ul>",69.0
Laperva,5401860184162,"<p><strong>Highlights:</strong></p><ul>
<li>High protein content per serving</li><li>Free of sugar, fat, and carbohydrates</li><li>Support muscle growth and aid in muscle recovery</li></ul>",210.0
Laperva,5402860346420,"<p><strong>Highlights:</strong></p><ul>
<li>Rapidly Absorbed</li><li>No Sugar, Carb, or Fat</li><li>Supports Muscle Growth</li><li>Supports muscle recovery</li><li>28g Protein per serving (Varies by Flavor)</li></ul>",210.0
Laperva,5412860346436,<p><strong>Highlights:</strong></p><ul><li>Increases Anabolic Hormones</li><li>Enhance Muscle Strength and Growth</li><li>Fatigue Reduction and Muscle Recovery</li></ul>,175.0
Laperva,5412860346924,"<p><strong>Highlights:</strong></p><ul>
<li>More Than 59 Grams of High-Quality Protein</li> 
<li>260 Grams of Carbohydrates</li> 
<li>1500mg Of Added Creatine Blend</li> 
<li>Rich In Vitamins and Minerals and Digestion Enzymes</li> 
<li>10 gm of BCAA's Essential Amino Acids</li></ul>",300.0
Daktarin,5413868100068, ,16.5
Motilium,5413868100327, ,17.1
Systane,5413895042218, ,47.8
Advil,5415062000052, ,7.15
Viagra,5415062000908, ,73.75
Centrum,5415062001523, ,20.4
Ponstan,5415062001752,"<p><strong>Highlights:</strong></p><ul>
<li>For relief of mild to moderate pain, when therapy will not exceed one week (7 days)</li><li>For treatment of primary dysmenorrhea.</li></ul>",15.3
Viagra,5415062005590, ,73.75
Papermints,5425010092251,,12.0
Laperva,5601055323257,"<p><strong>Highlights:</strong></p><ul>
<li>Eat it as a snack between meals</li><li>Gluten Free,24% Protein,Keto-Friendly.,No Added Sugar</li></ul>",10.0
Fucidin,5702191010619, ,38.5
CANNASEN,5744000130019,"<p><strong>Highlights:</strong></p><ul>
<li>CANNASEN® Psoriasis Gel is developed for the treatment of psoriasis symptoms.&nbsp;</li><li>The gel provides immediate relief of itching, reduction of redness and reduction in the formation of new scales.&nbsp;</li><li>Contains natural ingredients such as dead sea salt, panthenol, aloe vera extract, as well as vitamins A and E and CBD.</li><li>50ml</li></ul>",239.0
CANNASEN,5744000130064,"<p><strong>Highlights:</strong></p><ul>
<li>Proven effect of stronger hair growth and thicker hairs.&nbsp;</li><li>Promotes the physiological growth cycle of the hair, strengthens the hair and improves the condition of the scalp.</li><li><h5>4x 20 ml</h5></li></ul>",239.0
CANNASEN,5744000130217,"<p><strong>Highlights:</strong></p><ul><li>The CANNASEN® Pain Patch consists of 8 thin patches that you place directly on the area where you have pain.&nbsp;</li><li>The pain patch provides long-lasting localized pain relief (up to 12 hours), whether it's muscle pain, arthritis pain, joint pain, sports injuries or sprains.&nbsp;</li><li>The pain management reduces swelling when the patch is placed directly on the affected area.</li><li>8 patches</li><li>Topical treatment as needed</li></ul>",119.0
CANNASEN,5744000130231,"<p><strong>Highlights:</strong></p><ul><li>200 ml</li><li>Apply topically as needed</li><li>Lotion for daily care of psoriasis, dry and atopic skin</li><li>For those looking for a moisturizing, natural lotion to treat psoriasis, dry and atopic skin.</li><li>CANNASEN® PSOR+Atopic Lotion helps reduce itchiness and tightness, soothes redness while improving the appearance of the skin and making it softer. The lotion does not contain ingredients that cause allergic reactions or irritation, so this care can be used by people with known allergies.</li><li>Suitable for both men and women</li></ul>",119.0
Bielenda,5902169017729,"<p><strong>Highlights:</strong></p><ul>  <li>Inhibits skin ageing processes  </li>  <li> Accelerates the synthesis of new collagen fibers, restoring skin elasticity and flexibility&nbsp;</li></ul>",49.4
Bielenda,5902169018283,"<h3><strong>Highlights:</strong></h3><ul>
<li><strong>It contains an extremely effective combination of precious argan oil and moisturising properties of hyaluronic acid,&nbsp;</strong></li><li><strong>Which contributes to a significant improvement in the quality of the skin,&nbsp;</strong><b style=""background-color: initial;"">its regeneration and reconstruction</b></li><li><strong>The unique lightweight oil formula turns into soft foam when mixed with water</strong></li><li><strong>It effectively removes make-up and cleanses the skin of any impurities\</strong></li><li><strong></strong><b style=""background-color: initial;"">The oil gives the effect of satin soft skin while reducing the feeling of dryness and discomfort</b></li></ul>",49.4
Bielenda,5902169020354,<h3><strong>Highlights:</strong></h3><ul><li><strong>Specialized Eye Make-Up Remover For Eyelash Extensions.</strong></li><li><strong>Active Micro-Bubble Technology safe for use with lash extensions safe for use with permanent make-up.</strong></li><li><strong>The product is odourless and safe for sensitive eyes.</strong></li><li><strong>It is safe for permanent make-up and contact lens wearers.</strong></li></ul>,28.6
Bielenda,5902169020385,<h3><strong>Highlights:</strong></h3><ul><li><strong>Washes and cleanses like water and soap</strong></li><li><strong>Neutralizes and refreshes like toner</strong></li><li><strong>Moisturizes and nourishes like lotion</strong></li><li><strong>Oderless and contains no parabens and alcohol</strong></li></ul>,40.3
Bielenda,5902169021122,<p><strong>Highlights:</strong></p><ul>  <li>Extremely effective liquid for removing make-up  </li>  <li> Can be used by people wearing contact lenses  </li>  <li> Special double-phase formula instantly and effectively removes makeup&nbsp;</li></ul>,26.65
Bielenda,5902169022396,"<h3><strong>Highlights:</strong></h3><ul>
<li><strong>This innovative formula substitute 3 products to provide a perfectly clean and smooth face and body.</strong></li><li><strong>GEL thoroughly cleanses, refreshes, removes makeup and excess sebum</strong></li><li><strong>PEELING gently exfoliates, unblocks pores</strong></li><li><strong>SERUM effectively mattifies the skin and lightens discolorations</strong></li><li><strong>The product soothes irritations and acne changes, moisturizes, does not dry out the ski</strong>n.</li></ul>",69.0
Bielenda,5902169025021,<h3><strong>Highlights:</strong></h3><ul>  <li><strong>Gives you radiant and vibrant skin.</strong></li><li><strong>Provides superior protection against harmful sun rays with SPF 50.</strong></li><li><strong>Anti-sunburn and excessive dryness of the skin.</strong></li><li><strong>Tightens your skin and reduces the appearance of fine wrinkles.</strong></li><li><strong>Does not clog pores.<br></strong></li><li><strong>Limits the appearance of pimples.</strong></li><li><strong>It has a light and non-greasy texture.</strong></li><li><strong>Sunscreen can be used as a base before makeup.</strong></li></ul>,41.6
Bielenda,5902169025038,"<p><strong>Highlights:</strong></p><p>Bielenda ROSE CARE Rose Face Cream is a moisturizing and soothing cosmetic in the form of light cream intended for the care of delicate and sensitive face skin, with a tendency to hypersensitivity.</p>",64.35
Bielenda,5902169025045,"<h3><strong>Highlights:</strong></h3><ul>
<li><strong>Hyaluronic Acid – deeply moisturises</strong></li><li><strong>Essential Oil Of Rose Fruit – nourishes, softens and smooths</strong></li><li><strong>Anti-OX and Anti-Pollution complex-against environmental pollution and ageing of the skin.</strong></li></ul>",48.75
Bielenda,5902169025083,<p><strong>Highlights:</strong></p><ul>  <li>Improves density and elasticity of the skin  </li>  <li> Tightens and cleanses pores  </li>  <li> Moisturises and soothes the skin </li></ul>,131.1
Bielenda,5902169025106,"<h3><strong>Highlights:</strong></h3><ul>
<li><strong>providing an alternative to invasive aesthetic medicine treatments. </strong></li><li><strong>As a result of NEURO REJUVENATION, nerve impulses responsible for the formation of wrinkles are inhibited, making the depth and length of the wrinkles become less visible. </strong></li><li><strong>Technologically advanced NEURO COLLAGEN line is based on a unique NEUROPEPTIDE, which blocks neurotransmitters responsible for muscle contraction, leading to a visible smoothing of the skin.</strong></li><li><strong>NEURO COLLAGEN products combine revolutionary properties of the NEUROPEPTIDE with effectiveness and precision of other ingredients, in order to protect the skin against aging and restore its natural beauty.</strong></li><li><strong>&nbsp;Lifts and smoothes the skin  </strong></li>  <li><strong> Improves firmness and elasticity&nbsp;</strong></li></ul>",66.95
Bielenda,5902169025472,"<h3><strong>Highlights:</strong></h3><ul>
<li><strong>LOW MOLECULAR WEIGHT HYALURONIC ACID is a powerful moisturizing agent capable of penetrating into deep layers of the skin. As a result, the skin is intensely moisturized from the inside – visibly smoother, firmer and more elastic.</strong></li><li><strong>Effectively prevents formation of new wrinkles</strong></li><li><strong>Smooths the existing ones</strong></li><li><strong>&nbsp;Visible reduction of wrinkles 91%<br>* deeply hydrated and firm skin 96%<br>* Reduction of skin shine 79%</strong></li></ul>",118.45
Bielenda,5902169025489,"<p><strong>Highlights:</strong></p><ul>  <li>Improves its firmness and elasticity  </li>  <li> Intensely moisturizes, reduces the visibility of enlarged pores and shine of combination skin  </li>  <li> Contains vitamin C and E complex </li></ul>",66.95
Bielenda,5902169025496,"<h3><strong>Highlights:</strong></h3><ul>  
<li><strong>Stimulates natural skin moisturizing mechanisms</strong></li><li><strong>Adds elasticity and firms the skin&nbsp;</strong></li><li><strong>&nbsp;Visible reduction of wrinkles 98%<br>* Smooth and firm skin 96%<br>* Skin deeply hydrated and radiant 99%</strong></li></ul>",131.1
Bielenda,5902169025502,"<h3><strong>Highlights:</strong></h3><ul>  <li><strong>Bielenda Neuro Collagen Cream fills fixed wrinkles on the face and around the eyes, and effectively prevents formation of new ones.<br></strong></li><li><strong>It lifts and smooths the skin, improves its firmness and elasticity, slows down the ageing process.</strong></li><li><strong>Intensely moisturises, reduces the visibility of enlarged pores and reduces shine of combination skin.</strong></li><li><strong>Reduces visibility of wrinkles</strong></li><li><strong>Tightens and smoothes the skin, slows down the aging process&nbsp;</strong></li><li><strong>*Visible filing of wrinkles 89%<br>*improved hydration and skin elasticity 94%<br>*Visible reduction of skin shine 80%</strong></li></ul>",118.45
Bielenda,5902169025519,"<h3><strong>Highlights:</strong></h3><ul><li><strong>The content of Glycolic Acid promotes effective exfoliation:&nbsp;</strong></li><li><strong>dead 
skin cells are removed and the skin becomes smooth, revitalized and 
renewed.</strong></li><li><strong>100% stable Vitamin C, one of the strongest antioxidants,
 l</strong></li><li><strong>ightens discolourations, beautifully evens out skin tone, adds 
radiance and brightens grey complexion.</strong></li><li><strong>Emulsion contains a unique
 Neuropeptide,&nbsp;</strong></li><li><strong>that blocks neurotransmitters responsible for muscle 
contraction, which leads to visible smoothing of the skin.</strong></li></ul>",127.65
Bielenda,5902169025526,"<h3><strong>Highlights:</strong></h3><h4>combines revolutionary properties of Neuropeptide,&nbsp;</h4><ul><li><strong>Blocks neurotransmitters responsible for muscle contraction, leading to a visible smoothing of the skin,</strong></li><li><strong>With the power of advanced Glycolic Acid and 100% Stable Vitamin C exfoliation.&nbsp;</strong></li><li><strong>Such formula enables effective protection of the skin against ageing and restores its natural beauty.</strong></li><li><strong>Penetrate deeply into the skin and gradually release their power, acting for a long time after application.<br></strong></li><li><strong>It stimulates collagen production, slows down ageing processes, protects DNA, strengthens and regenerates the skin.<br></strong></li><li><strong>It exfoliates the epidermis, stimulating the repair processes of the skin, smooths the skin and evens out its tone.</strong></li><li><strong>Tightens the pores, reduces excessive sebum secretion, prevents breakouts.<br></strong></li",69.0
Bielenda,5902169025533,"<h3><strong>Highlights:</strong></h3><ul>
<li><strong>The cream is enriched with glycolic acid at a concentration of 2% and stabilized vitamin C. </strong></li><li><strong>It is thanks to these ingredients that the cream completely restores and renews the skin, smoothing wrinkles and reducing pigmentation. </strong></li><li><strong>Neuropeptide neutralizes muscle spasms and erases facial wrinkles. </strong></li><li><strong>The cream clearly improves complexion.</strong></li><li><strong>It gives it a fresh and attractive appearance by further tightening pores and reducing shine. </strong></li><li><strong>Glycolic acid 2% will not have a clear exfoliating effect, but rather an indirect one. </strong></li><li><strong>Can be used daily, the effect will be especially pronounced when used simultaneously with the serum of the same name. </strong></li><li><strong>Has no age restrictions. </strong></li><li><strong>Can be used for rosacea. </strong></li><li><strong>Non-comedogenic</strong></li>",126.5
Bielenda,5902169025540,"<p><strong>Highlights:</strong></p><ul>
<li><strong>The serum effectively improves quality and condition of the skin.&nbsp;</strong></li><li><strong>The content of 4.5 % GLICOLIC ACID and 100% STABLE VITAMIN C ensures double, advanced exfoliation; as a result, the skin is deeply revitalized and renewed, wrinkles are smoothed out and discolorations reduced.</strong></li><li><strong>Smoothes wrinkles</strong></li><li><strong>Effectively evens out the skin tone</strong></li><li><strong>Optimally moisturizes it</strong></li><li><strong>Supports the renewal and regeneration of the skin</strong></li></ul>",127.65
Bielenda,5902169026172,"<h3><strong>Highlights:</strong></h3><ul>  <li><strong>THE INNOVATIVE FORMULA based on natural activated carbon purifies as well as removes make-up and excess sebum.  </strong></li>  <li><strong>
 ACTIVATED CARBON, called in cosmetics the black diamond,&nbsp;</strong></li><li><strong>shows 
antibacterial, cleansing and astringent effect.&nbsp;</strong></li><li><strong>Due to the strong 
absorption characteristics, it is a great deep cleansing ingredient.&nbsp;</strong></li></ul>",51.35
Bielenda,5902169026189,"<h3><strong>Highlights:</strong></h3><ul>  
<li><strong>Effectively improves combination and oily skin</strong></li><li><strong>Perfectly integrated into the skin without changing color&nbsp;</strong></li><li><strong>The cream prevents breakouts, mattifies and degreases shiny skin.<br></strong></li><li><strong>The product, black in colour, perfectly blends into the skin without changing its color.<br></strong></li><li><strong>Hyaluronic Acid is a powerful moisturiser and has anti-wrinkle effect.</strong></li></ul>",62.4
Bielenda,5902169026202,"<h3><strong>Highlights:</strong></h3><ul>  <li><strong>Easy absorbing, non-irritating smooth healthy glow</strong></li><li><strong>The best skin care for night time or daily use</strong></li><li><strong>Perfect way to improve the appearance and condition of the skin&nbsp;</strong></li></ul>",48.1
Bielenda,5902169026219,"<h3><strong>Highlights:</strong></h3><ul>  
</ul><h4>Butter, thanks to the high content of natural beta-carotene and oil raw materials,</h4><ul><li><strong>supports skin cell renewal, has antioxidant, moisturizing and soothing properties.</strong></li><li><strong>The epidermis remains regenerated</strong></li><li><strong>Velvety soft and smooth epidermis</strong></li><li><strong>Skin protected against excessive drying</strong></li><li><strong>Easy absorbing, non-irritating smooth healthy glow  </strong></li>  
<li><strong> The best skin care for night time or daily use  </strong></li>  
<li><strong> Perfect way to improve the appearance and condition of the skin&nbsp;</strong></li></ul>",48.1
Bielenda,5902169026226,"<h3><strong>Highlights:</strong></h3><ul>  
<li><strong>Easy absorbing, non-irritating smooth healthy glow  </strong></li>  
<li><strong> Pure rich benefits, light scented  </strong></li>  
<li><strong> Restores skins extraordinary smoothness and elasticity&nbsp;</strong></li><li><strong>Avocado Oil: Aids in skin hydration, enhances epidermal condition, and bolsters cellular regeneration.</strong></li><li><strong>Vitamin E: Famed for its rejuvenating qualities, it battles free radicals and decelerates the skin's ageing process.</strong></li></ul>",48.1
Bielenda,5902169026233,"<h3><strong>Highlights:</strong></h3><h4>Bielenda is the best skin care product, 
Belinda vegetable orange butter,&nbsp;</h4><p>characterized by a smart 
formula of refreshing and useful oranges, and helps to improve the 
elasticity and appearance of the skin, and it has an attractive.&nbsp;</p><ul>
<li><strong>Aqua (Water): The primary solvent for ingredients, aiding in spreading and absorption.</strong></li><li><strong>Glycine Soja (Soybean) Oil: Acts as a skin conditioner and offers nourishing properties.</strong></li><li><strong>Butyrospermum Parkii (Shea Butter): Renowned for its moisturising and skin-softening attributes.</strong></li><li><strong>Malpighia Punicifolia Fruit Extract: A potent source of Vitamin C, known for its skin brightening and antioxidant properties.</strong></li><li><strong>Citrus Aurantium Dulcis (Orange) Oil: Infuses the product with a refreshing orange scent and provides added skin benefits.</strong></li></ul>",48.1
Bielenda,5902169026240,"<h3><strong>Highlights:</strong></h3><ul>  <li><strong>Soothes the skin, cleanses it and moisturizes</strong></li><li><strong>To hydrate and nourishing at the same time</strong></li><li><strong>Stimulating color and refreshing scent energize&nbsp;</strong></li><li><strong>Watermelon: Provides a refreshing scent and beneficial skin properties.</strong></li><li><strong>Natural Sugar: Acts as a gentle exfoliator, revealing fresh and radiant skin.</strong></li><li><strong>Ground Coconut Seeds: Offers additional exfoliation and a pleasant tropical essence.</strong></li><li><strong>Provitamin A: Derived from natural vegetable oils, known for its antioxidant and rejuvenating effects.</strong></li></ul>",34.45
Bielenda,5902169026257,"<h3><strong>Highlights:</strong></h3><ul>
<li><strong>Orange vegan body scrub, free of animal products.</strong></li><li><strong>A delightful scrub with a fruity scent and an innovative non-greasy formula of sugar and coconut.</strong></li><li><strong>It exfoliates dead skin and improves skin elasticity and appearance.</strong></li><li><strong>How to use: Apply the scrub to wet skin, distribute it with a light massage, and rinse with water.</strong></li><li><strong>Natural Sugar: Acts as a gentle exfoliator, sloughing away dead skin cells for a fresher appearance.</strong></li><li><strong>Ground Coconut Seeds: Provides additional exfoliation and imparts a pleasant tropical scent.</strong></li><li><strong>Acerola Extract: A rich source of natural Vitamin C, offering skin brightening and antioxidant benefits.</strong></li></ul>",34.45
Bielenda,5902169027384,"<p><strong>Highlights:</strong></p><ul>  <li><strong>Vitamin B3 and Allantoin - both well-known for the skin restoring properties<br></strong></li><li><strong>The toner removes impurities, grease, dirt and even the most stubborn makeup<br></strong></li><li><strong>It prevents shine and reduces the signs of acne<br></strong></li><li><strong>Cucumber And Lime Toner from Bielenda is a refreshing tonic designed for combination and oily skin<br></strong></li><li><strong> Perfect anti-shine effect all day long</strong></li><li><strong>Soothes irritations and acne&nbsp;</strong></li></ul>",39.1
Bielenda,5902169032890,"<h3><strong>Highlights:</strong></h3><ul>
<li><strong>Smoothens and softens the skin</strong></li><li><strong>Enhances skin regeneration</strong></li><li><strong>Improves skin tone</strong></li><li><strong>Soothes redness and irritation</strong></li><li><strong>ROYAL JELLY: contains extremely high amount of skin nourishing ingredients, vitamins B and vitamin C, thanks to which it improves condition and quality of skin, reduces its sensitivity to external factors.</strong></li><li><strong>It retains water in the epidermis</strong></li><li><strong>Alleviates and soothes the skin</strong></li></ul>",118.45
Bielenda,5902169037475,"<h3><strong>Highlights:</strong></h3><ul><li><strong>Smoothens and softens the skin</strong></li><li><strong>Enhances skin regeneration</strong></li><li><strong>Improves skin tone</strong></li><li><strong>Soothes redness and irritation</strong></li><li><strong>ROYAL JELLY: contains extremely high amount of skin nourishing ingredients, vitamins B and vitamin C, thanks to which it improves condition and quality of skin, reduces its sensitivity to external factors. It retains water in the epidermis, alleviates and soothes the skin.</strong></li></ul>",134.55
Bielenda,5902169037482,<h3><strong>Highlights:</strong></h3><ul><li><strong>Smoothens and softens the skin</strong></li><li><strong>Enhances skin regeneration</strong></li><li><strong>Improves skin tone</strong></li><li><strong>Soothes redness and irritation</strong></li></ul>,51.35
Bielenda,5902169049348,"<h3><strong>Highlights:</strong></h3><ul><li><strong>Unique hand cream with a moisturising compress formula, rich in nourishing and soothing active ingredients.</strong></li><li><strong>It perfectly cares for dry and normal skin prone to lose its firmness and elasticity. </strong></li><li><strong>The content of high 10% concentration of urea,has the moisturising and softening effect, facilitates exfoliation of the dry and thickened skin. </strong></li><li><strong>The cream formula is to “wrap” the skin like a compress, to give it the feeling of comfort and regeneration.</strong></li></ul>",43.7
Bielenda,5902169049355,"<h3><strong>Highlights:</strong></h3><ul><li><strong>Unique hand cream with a mask formula, rich in nourishing and lubricating active ingredients. </strong></li><li><strong>Perfectly cares for dry and extremely dry skin that lacks firmness and elasticity. </strong></li><li><strong>The content of high 10% concentration of shea butter and supporting ingredients, The cream relieves and soothes irritation. </strong></li><li><strong>The cream is quickly absorbed, is not sticky, leaves the skin nice and soft to touch.</strong></li></ul>",43.7
Bielenda,5902169049362,"<h3><strong>Highlights:</strong></h3><ul>
<li><strong>Unique hand cream with a formula rich in nourishing active ingredients. </strong></li><li><strong>It perfectly cares for dry skin, damaged due to the use of chemical substances and chapped because of adverse weather conditions. </strong></li><li><strong>The content of high 10% concentration of glycerine and supporting ingredients.</strong></li></ul>",44.85
Biotinne,5903719673761,"<p><strong>Highlights:</strong></p><ul><li>It works to repair weak and damaged hair because it enters the hair shaft, which enhances its strength and greatly reduces the risk of breakage and split ends.</li><li>Naturally improves the density of your hair. Due to its ability to strengthen the structure of your hair and allow for an improved rate of hair growth.</li><li>Preserves colored hair and protects color from fading while preserving the integrity of the hair structure.</li></ul>",74.0
Zinco,5904960017762,<p><strong>Highlights:</strong></p><ul><li>Reducing general stress</li><li>Resisting common colds and sneezing symptoms</li><li>Reducing signs of aging because of its antioxidant properties</li><li>Improves iron absorption</li><li>Helps in losing weight</li></ul>,29.9
La belle,6573540000000,,299.0
Nitro Canada,6926900000000,,60.0
johnsons,6001011321126,"<p><strong>Highlights:</strong></p><ul>
<li>Clinically proven mildness formula</li><li>Developed for newborn baby skin</li><li>Helps provide a protective barrier against wetness</li><li>Protects skin by locking in moisture</li><li>Hypoallergenic & free from dyes, paraben</li><li>Fragrance free</li><li>Paediatrician and dermatologist-tested</li></ul>",17.5
